PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,newyorker,npr,nypost,nytimes,observerny,opednews,pbs,pjmedia,psychologytoday,rawstory,redstate,reuters,reveal,rt,slate,snopes,spectator,strategicculture,time,townhall,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
religious duties,52.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,24,26,1,1.0,1.0,-13.0,Left
religious employers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,20,1,1.0,0.0,,Neutral
religious freedom,2517.0,48.0,52.0,34.0,5.0,24.0,31.0,0.0,0.0,105.0,2.0,10.0,0.0,11.0,3.0,99.0,33.0,2.0,97.0,18.0,110.0,37.0,30.0,20.0,32.0,84.0,240.0,5.0,0.0,71.0,21.0,5.0,7.0,10.0,8.0,1.0,5.0,5.0,111.0,73.0,1.0,96.0,41.0,36.0,0.0,0.0,0.0,163.0,0.0,168.0,40.0,3.0,0.0,17.0,17.0,1.0,67.0,9.0,4.0,24.0,3.0,111.0,2.0,14.0,15.0,232.0,0.0,25,447,1,1.0,1.0,238.0,Right
religious functions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,24,1,1.0,0.0,,Neutral
religious gatherings,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,58,1,1.0,0.0,,Neutral
religious groups,819.0,22.0,9.0,14.0,0.0,19.0,9.0,0.0,1.0,22.0,2.0,12.0,0.0,12.0,1.0,39.0,2.0,0.0,67.0,2.0,15.0,9.0,17.0,1.0,14.0,13.0,37.0,2.0,0.0,31.0,12.0,2.0,5.0,1.0,0.0,1.0,1.0,4.0,27.0,36.0,2.0,35.0,12.0,16.0,0.0,0.0,1.0,22.0,0.0,43.0,4.0,8.0,1.0,15.0,5.0,3.0,17.0,0.0,0.0,2.0,3.0,22.0,1.0,3.0,31.0,104.0,8.0,26,109,1,1.0,1.0,-117.0,Left
religious institutions,567.0,11.0,8.0,19.0,0.0,6.0,2.0,0.0,0.0,24.0,2.0,9.0,2.0,17.0,2.0,34.0,4.0,1.0,12.0,7.0,27.0,2.0,10.0,11.0,5.0,11.0,26.0,8.0,0.0,17.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,29.0,27.0,0.0,23.0,4.0,10.0,1.0,1.0,1.0,20.0,0.0,18.0,6.0,0.0,1.0,3.0,10.0,1.0,4.0,1.0,3.0,4.0,0.0,13.0,0.0,0.0,48.0,49.0,1.0,27,152,1,1.0,1.0,-36.0,Left
religious liberties,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,36,1,0.0,0.0,,Neutral
religious liberty,1500.0,1.0,27.0,115.0,4.0,12.0,6.0,0.0,0.0,41.0,1.0,12.0,0.0,6.0,2.0,22.0,6.0,0.0,17.0,2.0,65.0,20.0,9.0,46.0,21.0,67.0,131.0,9.0,0.0,17.0,16.0,2.0,8.0,3.0,0.0,6.0,3.0,3.0,137.0,45.0,0.0,32.0,20.0,16.0,0.0,0.0,1.0,59.0,0.0,116.0,27.0,3.0,0.0,4.0,21.0,2.0,34.0,0.0,2.0,7.0,0.0,67.0,0.0,6.0,59.0,138.0,2.0,145,306,1,0.0,0.0,205.0,Right
religious school,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,66,1,1.0,0.0,,Neutral
religious schools,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,394,1,0.0,0.0,,Neutral
religious services,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,118,1,1.0,0.0,,Neutral
religious symbols,211.0,11.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,27.0,4.0,0.0,0.0,1.0,0.0,9.0,7.0,19.0,0.0,0.0,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0,5.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,16.0,0.0,28,63,1,1.0,1.0,-22.0,Left
religious tests,41.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29,16,1,1.0,1.0,11.0,Right
remarks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,46,0,0.0,0.0,,Neutral
remove,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,66,0,0.0,0.0,,Neutral
repeal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,29,0,0.0,0.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,112,0,0.0,0.0,,Neutral
respect,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,88,0,0.0,0.0,,Neutral
restrictions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,200,0,0.0,0.0,,Neutral
restrictions on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,60,0,0.0,0.0,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,688,0,0.0,0.0,,Neutral
right to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,271,0,0.0,0.0,,Neutral
right wing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,42,1,1.0,0.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,568,0,0.0,0.0,,Neutral
rigid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,10,0,0.0,0.0,,Neutral
rule,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,148,0,0.0,0.0,,Neutral
ruled,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,289,0,0.0,0.0,,Neutral
ruled that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,108,0,0.0,0.0,,Neutral
rules,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,175,0,0.0,0.0,,Neutral
ruling,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,365,0,0.0,0.0,,Neutral
safety,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,52,0,0.0,0.0,,Neutral
same sex,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,97,0,0.0,0.0,,Neutral
saying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,183,0,0.0,0.0,,Neutral
scholar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,33,0,0.0,0.0,,Neutral
scholarship,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,138,0,0.0,0.0,,Neutral
scholarship program,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,62,0,0.0,0.0,,Neutral
scholarships,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,73,0,0.0,0.0,,Neutral
school,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,1204,0,0.0,0.0,,Neutral
school choice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,1,1.0,0.0,,Neutral
school in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,41,0,0.0,0.0,,Neutral
school officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,32,0,0.0,0.0,,Neutral
school tuition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,16,0,0.0,0.0,,Neutral
schools,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,1763,0,0.0,0.0,,Neutral
schools in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,78,0,0.0,0.0,,Neutral
schools that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,59,0,0.0,0.0,,Neutral
sect,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,40,0,0.0,0.0,,Neutral
sectarian,441.0,58.0,9.0,3.0,1.0,1.0,16.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,2.0,0.0,16.0,6.0,7.0,1.0,0.0,1.0,18.0,8.0,17.0,1.0,5.0,26.0,0.0,0.0,1.0,8.0,0.0,0.0,9.0,2.0,27.0,4.0,0.0,10.0,8.0,12.0,0.0,1.0,0.0,5.0,0.0,29.0,1.0,3.0,0.0,9.0,19.0,0.0,8.0,9.0,1.0,0.0,4.0,3.0,0.0,0.0,4.0,41.0,0.0,30,74,1,1.0,1.0,-92.0,Left
sects,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,18,0,0.0,0.0,,Neutral
secular,3441.0,116.0,45.0,196.0,9.0,20.0,63.0,3.0,30.0,102.0,4.0,39.0,4.0,22.0,5.0,90.0,23.0,31.0,152.0,66.0,47.0,41.0,11.0,33.0,151.0,108.0,120.0,11.0,16.0,209.0,43.0,6.0,11.0,13.0,26.0,25.0,47.0,14.0,148.0,72.0,9.0,78.0,76.0,114.0,4.0,2.0,7.0,112.0,13.0,136.0,30.0,4.0,2.0,26.0,32.0,2.0,76.0,20.0,2.0,11.0,11.0,55.0,7.0,14.0,135.0,266.0,8.0,31,525,1,1.0,1.0,-386.0,Left
secularism,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,87,1,1.0,0.0,,Neutral
secularists,181.0,1.0,10.0,8.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,2.0,0.0,0.0,11.0,6.0,10.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,10.0,0.0,15.0,2.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,21.0,0.0,32,49,1,1.0,1.0,-14.0,Left
see,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,256,0,0.0,0.0,,Neutral
seem,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,79,0,0.0,0.0,,Neutral
seems,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,95,0,0.0,0.0,,Neutral
seen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,104,0,0.0,0.0,,Neutral
senior,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,86,0,0.0,0.0,,Neutral
separation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,313,1,0.0,0.0,,Neutral
separation of Church,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,10,1,1.0,0.0,,Neutral
separation of church,379.0,3.0,21.0,2.0,0.0,4.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,7.0,0.0,10.0,11.0,1.0,7.0,9.0,17.0,15.0,1.0,2.0,5.0,13.0,30.0,0.0,0.0,14.0,8.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,7.0,8.0,1.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,44.0,12.0,0.0,0.0,5.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,18.0,0.0,3.0,7.0,33.0,2.0,36,159,1,1.0,1.0,-51.0,Left
serious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,42,0,0.0,0.0,,Neutral
service,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,173,0,0.0,0.0,,Neutral
services,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,565,0,0.0,0.0,,Neutral
shall,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,90,0,0.0,0.0,,Neutral
she was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,53,0,0.0,0.0,,Neutral
should be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,238,0,0.0,0.0,,Neutral
should not,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,118,0,0.0,0.0,,Neutral
significant,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,73,0,0.0,0.0,,Neutral
similar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,175,0,0.0,0.0,,Neutral
simply,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,136,0,0.0,0.0,,Neutral
singing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,50,0,0.0,0.0,,Neutral
sins,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,20,0,0.0,0.0,,Neutral
social,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,291,0,0.0,0.0,,Neutral
social distancing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,109,0,0.0,0.0,,Neutral
society,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,182,0,0.0,0.0,,Neutral
soldiers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,42,0,0.0,0.0,,Neutral
something,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,132,0,0.0,0.0,,Neutral
special,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,92,0,0.0,0.0,,Neutral
speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,250,0,0.0,0.0,,Neutral
spent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,46,0,0.0,0.0,,Neutral
spirit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,38,0,0.0,0.0,,Neutral
spread,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,99,0,0.0,0.0,,Neutral
state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,1661,0,0.0,0.0,,Neutral
state in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,25,0,0.0,0.0,,Neutral
statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,248,0,0.0,0.0,,Neutral
statements,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,58,0,0.0,0.0,,Neutral
states,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,653,0,0.0,0.0,,Neutral
status,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,115,0,0.0,0.0,,Neutral
status of the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,12,0,0.0,0.0,,Neutral
statute,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,28,1,1.0,0.0,,Neutral
stay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,110,0,0.0,0.0,,Neutral
stay at home,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,52,0,0.0,0.0,,Neutral
still,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,179,0,0.0,0.0,,Neutral
stop,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,96,0,0.0,0.0,,Neutral
strong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,88,0,0.0,0.0,,Neutral
stronger,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,24,0,0.0,0.0,,Neutral
student,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,137,0,0.0,0.0,,Neutral
students,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,543,0,0.0,0.0,,Neutral
study,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,98,0,0.0,0.0,,Neutral
study of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,28,0,0.0,0.0,,Neutral
subject,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,85,0,0.0,0.0,,Neutral
such as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,243,0,0.0,0.0,,Neutral
suing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,24,0,0.0,0.0,,Neutral
support,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,415,0,0.0,0.0,,Neutral
support of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,75,0,0.0,0.0,,Neutral
supreme,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,54,0,0.0,0.0,,Neutral
supreme court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,36,0,0.0,0.0,,Neutral
symbol,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,93,0,0.0,0.0,,Neutral
symbols,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,121,0,0.0,0.0,,Neutral
system,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,143,0,0.0,0.0,,Neutral
take part in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,12,0,0.0,0.0,,Neutral
taken,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,90,0,0.0,0.0,,Neutral
tax,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,314,0,0.0,0.0,,Neutral
tax credit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,90,1,1.0,0.0,,Neutral
taxes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,40,0,0.0,0.0,,Neutral
taxpayer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,97,1,0.0,0.0,,Neutral
taxpayers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,58,0,0.0,0.0,,Neutral
teach,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,137,0,0.0,0.0,,Neutral
teacher,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,163,0,0.0,0.0,,Neutral
teacher who,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,16,0,0.0,0.0,,Neutral
teachers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,348,0,0.0,0.0,,Neutral
teaching,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,164,0,0.0,0.0,,Neutral
