PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,TOPIC,HKG,CHN,RUS,MYANMAR,INDIA,OTHER,bias_score,calculated_bias
other ethnic minorities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,2.93e-13,0,0.0,0.0,,,,,,,,,Neutral
other things,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,4.15e-13,0,0.0,0.0,,,,,,,,,Neutral
our best,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,2.74e-13,0,0.0,0.0,,,,,,,,,Neutral
our democracy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,4.84e-13,0,0.0,0.0,,,,,,,,,Neutral
outbreak,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,7.57e-13,0,0.0,0.0,,,,,,,,,Neutral
page,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,2.04e-13,0,0.0,0.0,,,,,,,,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,1.97e-12,0,0.0,0.0,,,,,,,,,Neutral
panel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,2.43e-13,0,0.0,0.0,,,,,,,,,Neutral
parliament,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,2.66e-13,0,0.0,0.0,,,,,,,,,Neutral
parties,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,2.37e-13,0,0.0,0.0,,,,,,,,,Neutral
party,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,3.72e-12,0,0.0,0.0,,,,,,,,,Neutral
passed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,8.52e-13,0,0.0,0.0,,,,,,,,,Neutral
peace,1349.0,167.0,8.0,15.0,23.0,7.0,1.0,14.0,24.0,2.0,4.0,20.0,5.0,78.0,77.0,20.0,80.0,56.0,6.0,4.0,10.0,33.0,14.0,2.0,69.0,19.0,153.0,3.0,5.0,12.0,4.0,9.0,14.0,11.0,19.0,8.0,31.0,14.0,6.0,6.0,0.0,4.0,17.0,2.0,2.0,6.0,13.0,6.0,1.0,3.0,11.0,20.0,60.0,1.0,28.0,115.0,0.0,0,2.23e-11,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-424.0,Left
peace and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,1.84e-13,0,0.0,0.0,,,,,,,,,Neutral
peaceful,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,1.77e-13,0,0.0,0.0,,,,,,,,,Neutral
people of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,2.25e-13,0,0.0,0.0,,,,,,,,,Neutral
percent of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,2.88e-13,0,0.0,0.0,,,,,,,,,Neutral
persecution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,1.88e-13,0,0.0,0.0,,,,,,,,,Neutral
phone,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,2.54e-13,0,0.0,0.0,,,,,,,,,Neutral
photo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,1.04e-12,0,0.0,0.0,,,,,,,,,Neutral
picture,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,2.6e-12,0,0.0,0.0,,,,,,,,,Neutral
pilot,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,5.62e-13,0,0.0,0.0,,,,,,,,,Neutral
plan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,2.35e-13,0,0.0,0.0,,,,,,,,,Neutral
platforms,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,3.3e-13,0,0.0,0.0,,,,,,,,,Neutral
police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1.63e-11,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
policies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,3.09e-13,0,0.0,0.0,,,,,,,,,Neutral
policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,1.86e-12,0,0.0,0.0,,,,,,,,,Neutral
policy toward,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,2.23e-13,0,0.0,0.0,,,,,,,,,Neutral
political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.96e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
politics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,2.12e-13,0,0.0,0.0,,,,,,,,,Neutral
poll,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,3.38e-13,0,0.0,0.0,,,,,,,,,Neutral
popular,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,3.04e-13,0,0.0,0.0,,,,,,,,,Neutral
populist,181.0,11.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,14.0,6.0,0.0,0.0,0.0,4.0,1.0,34.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,27.0,0.0,11,1.21e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-71.0,Left
populists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,2.22e-13,1,0.0,0.0,,,,,,,,,Neutral
potential,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,2.49e-13,0,0.0,0.0,,,,,,,,,Neutral
potential to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,2.71e-13,0,0.0,0.0,,,,,,,,,Neutral
power,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1.17e-11,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
powers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,2.94e-13,0,0.0,0.0,,,,,,,,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,1.91e-12,0,0.0,0.0,,,,,,,,,Neutral
presidential,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,1.91e-13,0,0.0,0.0,,,,,,,,,Neutral
press,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,2.43e-13,0,0.0,0.0,,,,,,,,,Neutral
previously,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2.3e-13,0,0.0,0.0,,,,,,,,,Neutral
prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,3.41e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
prisoners,2439.0,457.0,3.0,17.0,25.0,6.0,2.0,23.0,143.0,6.0,18.0,31.0,28.0,136.0,80.0,75.0,46.0,61.0,11.0,3.0,43.0,20.0,5.0,3.0,108.0,44.0,216.0,7.0,4.0,10.0,19.0,17.0,56.0,34.0,39.0,0.0,52.0,29.0,27.0,24.0,0.0,5.0,18.0,9.0,41.0,20.0,4.0,25.0,4.0,6.0,29.0,22.0,17.0,19.0,21.0,262.0,1.0,6,4.04e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-539.0,Left
pro democracy,2810.0,233.0,3.0,8.0,34.0,9.0,11.0,121.0,285.0,65.0,14.0,4.0,59.0,192.0,14.0,5.0,29.0,7.0,14.0,0.0,138.0,21.0,64.0,2.0,93.0,9.0,357.0,6.0,12.0,5.0,1.0,3.0,2.0,73.0,48.0,4.0,80.0,73.0,20.0,6.0,5.0,12.0,87.0,6.0,20.0,12.0,7.0,10.0,2.0,53.0,10.0,46.0,0.0,36.0,82.0,239.0,4.0,2,7.72e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-428.0,Left
pro democracy protesters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,2.51e-13,0,0.0,0.0,,,,,,,,,Neutral
process,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2.12e-13,0,0.0,0.0,,,,,,,,,Neutral
products,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,2.68e-13,0,0.0,0.0,,,,,,,,,Neutral
programming,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,2.59e-13,0,0.0,0.0,,,,,,,,,Neutral
project,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,1.94e-13,0,0.0,0.0,,,,,,,,,Neutral
promotional,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,8.25e-13,0,0.0,0.0,,,,,,,,,Neutral
propaganda,791.0,44.0,4.0,3.0,12.0,1.0,3.0,6.0,65.0,0.0,13.0,24.0,2.0,25.0,39.0,13.0,11.0,18.0,1.0,1.0,16.0,6.0,12.0,3.0,18.0,30.0,49.0,2.0,5.0,16.0,3.0,7.0,22.0,29.0,28.0,16.0,24.0,9.0,4.0,25.0,2.0,2.0,3.0,7.0,0.0,9.0,10.0,10.0,1.0,0.0,19.0,5.0,0.0,10.0,19.0,78.0,0.0,31,3.73e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-142.0,Left
proprietary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,3.74e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,3.04e-12,0,0.0,0.0,,,,,,,,,Neutral
protest,3350.0,375.0,9.0,9.0,94.0,11.0,3.0,116.0,193.0,14.0,30.0,21.0,30.0,236.0,89.0,16.0,84.0,59.0,19.0,12.0,92.0,44.0,44.0,8.0,106.0,27.0,433.0,8.0,16.0,31.0,27.0,20.0,43.0,42.0,63.0,11.0,79.0,41.0,39.0,7.0,8.0,22.0,71.0,3.0,16.0,30.0,12.0,19.0,7.0,38.0,33.0,30.0,2.0,35.0,81.0,266.0,0.0,12,1.11e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-926.0,Left
protesters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,8.42e-12,1,0.0,0.0,,,,,,,,,Neutral
protesters in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,1.91e-13,0,0.0,0.0,,,,,,,,,Neutral
protesters in Hong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,2.7e-13,0,0.0,0.0,,,,,,,,,Neutral
protests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,1.39e-11,1,0.0,0.0,,,,,,,,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,4.31e-13,0,0.0,0.0,,,,,,,,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,8.5e-13,0,0.0,0.0,,,,,,,,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,1.21e-12,0,0.0,0.0,,,,,,,,,Neutral
published,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,1.91e-13,0,0.0,0.0,,,,,,,,,Neutral
pursuing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,2.16e-13,0,0.0,0.0,,,,,,,,,Neutral
put,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,2.52e-13,0,0.0,0.0,,,,,,,,,Neutral
rally,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,1.91e-13,0,0.0,0.0,,,,,,,,,Neutral
rape,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,2.09e-13,1,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
rape and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,3.2e-13,0,0.0,0.0,,,,,,,,,Neutral
reaffirms,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,2.16e-13,0,0.0,0.0,,,,,,,,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,6.07e-13,0,0.0,0.0,,,,,,,,,Neutral
receive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,3.25e-12,0,0.0,0.0,,,,,,,,,Neutral
receiving,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,5.34e-13,0,0.0,0.0,,,,,,,,,Neutral
recent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,2.12e-13,0,0.0,0.0,,,,,,,,,Neutral
recognition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,1.66e-12,1,0.0,0.0,,,,,,,,,Neutral
record,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,4.77e-13,0,0.0,0.0,,,,,,,,,Neutral
refugees,866.0,128.0,1.0,1.0,1.0,3.0,0.0,6.0,8.0,4.0,5.0,20.0,4.0,122.0,41.0,3.0,68.0,35.0,2.0,1.0,1.0,4.0,4.0,4.0,16.0,6.0,113.0,7.0,1.0,7.0,7.0,1.0,11.0,17.0,19.0,3.0,40.0,8.0,5.0,1.0,4.0,0.0,6.0,0.0,0.0,2.0,23.0,4.0,0.0,5.0,2.0,8.0,4.0,0.0,25.0,51.0,0.0,35,3.39e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-390.0,Left
regime,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,2.93e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
regime change,301.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,11.0,0.0,1.0,23.0,30.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,28.0,6.0,0.0,0.0,1.0,2.0,10.0,76.0,0.0,1.0,10.0,2.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,0.0,17,7.71e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-36.0,Left
regimes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,6.14e-13,1,0.0,0.0,,,,,,,,,Neutral
region,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,6.58e-12,0,0.0,0.0,,,,,,,,,Neutral
release,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,8.36e-13,0,0.0,0.0,,,,,,,,,Neutral
released,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,4.06e-13,0,0.0,0.0,,,,,,,,,Neutral
religious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,1.42e-11,1,0.0,0.0,,,,,,,,,Neutral
religious freedom,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,3.2e-13,1,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,3.91e-12,0,0.0,0.0,,,,,,,,,Neutral
repression,1449.0,149.0,6.0,18.0,14.0,4.0,10.0,10.0,60.0,7.0,7.0,16.0,8.0,54.0,87.0,21.0,38.0,63.0,6.0,1.0,17.0,29.0,9.0,11.0,57.0,22.0,143.0,8.0,5.0,14.0,40.0,4.0,17.0,25.0,22.0,0.0,22.0,17.0,20.0,12.0,1.0,4.0,17.0,5.0,5.0,8.0,13.0,21.0,1.0,6.0,8.0,13.0,0.0,4.0,36.0,216.0,6.0,14,8.79e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-511.0,Left
reservations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,2.07e-13,0,0.0,0.0,,,,,,,,,Neutral
residents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,3.59e-13,0,0.0,0.0,,,,,,,,,Neutral
resolution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,2.18e-13,0,0.0,0.0,,,,,,,,,Neutral
respond to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,2.31e-13,0,0.0,0.0,,,,,,,,,Neutral
response,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,2.69e-13,0,0.0,0.0,,,,,,,,,Neutral
restrictions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,2.5e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
revised,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,1.82e-13,0,0.0,0.0,,,,,,,,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,3.65e-12,0,0.0,0.0,,,,,,,,,Neutral
right now,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,2.68e-13,0,0.0,0.0,,,,,,,,,Neutral
right to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,3.87e-13,0,0.0,0.0,,,,,,,,,Neutral
right wing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,7.15e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,3.88e-10,1,0.0,0.0,,,,,,,,,Neutral
rights and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,2.03e-13,0,0.0,0.0,,,,,,,,,Neutral
rights groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,3.84e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
rights of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,3.05e-13,0,0.0,0.0,,,,,,,,,Neutral
rights violations in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,2.37e-13,0,0.0,0.0,,,,,,,,,Neutral
risk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,1.77e-13,0,0.0,0.0,,,,,,,,,Neutral
role,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,6.49e-13,0,0.0,0.0,,,,,,,,,Neutral
role in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,2.26e-13,0,0.0,0.0,,,,,,,,,Neutral
rule,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,6.94e-13,0,0.0,0.0,,,,,,,,,Neutral
ruling,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,2.1e-13,0,0.0,0.0,,,,,,,,,Neutral
rush,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,2.28e-13,0,0.0,0.0,,,,,,,,,Neutral
same sex,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4.66e-13,1,1.0,0.0,,,,,,,1.0,,Neutral
sanction,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,2.23e-13,0,0.0,0.0,,,,,,,,,Neutral
sanctions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,1.32e-11,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
sanctions on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,4.23e-13,0,0.0,0.0,,,,,,,,,Neutral
saying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,2e-12,0,0.0,0.0,,,,,,,,,Neutral
says is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,9.11e-13,0,0.0,0.0,,,,,,,,,Neutral
search,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,1.02e-12,0,0.0,0.0,,,,,,,,,Neutral
search engine,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,3.02e-13,0,0.0,0.0,,,,,,,,,Neutral
secretary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,3.58e-13,0,0.0,0.0,,,,,,,,,Neutral
security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,2.78e-11,1,0.0,0.0,,,,,,,,,Neutral
security forces,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,4.42e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
security law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,1.51e-11,1,0.0,0.0,,,,,,,,,Neutral
security laws,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,2.66e-13,1,0.0,0.0,,,,,,,,,Neutral
